Date,Open,High,Low,Close,Adj Close,Volume
2012-04-01,null,null,null,null,null,null
2012-05-01,43.000000,44.240002,32.259998,33.150002,28.584087,1294302900
2012-06-01,32.410000,37.029999,30.830000,35.730000,30.808723,1033963700
2012-07-01,36.270000,37.200001,33.099998,36.000000,31.041542,814935400
2012-08-01,36.189999,38.860001,34.759998,37.139999,32.291542,468135900
2012-09-01,36.980000,42.090000,36.779999,40.480000,35.195515,485796100
2012-10-01,40.880001,43.540001,40.419998,41.680000,36.238857,517965600
2012-11-01,41.700001,43.070000,38.830002,41.080002,35.980980,467570200
2012-12-01,41.270000,44.540001,40.200001,43.970001,38.512264,461095700
2013-01-01,44.980000,47.349998,44.200001,47.049999,41.209961,522625800
2013-02-01,47.400002,49.680000,46.849998,48.919998,43.142200,450398100
2013-03-01,48.599998,51.000000,47.279999,47.459999,41.854633,499332300
2013-04-01,47.549999,49.630001,46.049999,49.009998,43.221573,489433900
2013-05-01,48.759998,55.900002,46.980000,54.590000,48.443539,549824600
2013-06-01,54.599998,55.389999,50.110001,52.790001,46.846218,440217000
2013-07-01,53.220001,56.930000,52.119999,55.730000,49.455185,414604000
2013-08-01,56.360001,56.779999,50.130001,50.529999,45.167660,343831300
2013-09-01,51.250000,53.930000,50.060001,51.689999,46.204567,434870300
2013-10-01,51.639999,54.849998,50.250000,51.540001,46.070484,482265300
2013-11-01,51.450001,58.139999,51.299999,57.220001,51.524525,365912800
2013-12-01,57.099998,58.549999,55.400002,58.480000,52.659100,330218200
2014-01-01,58.310001,59.820000,54.689999,55.360001,49.849667,425415900
2014-02-01,55.500000,58.650002,54.200001,56.820000,51.498974,345203100
2014-03-01,56.299999,61.480000,55.689999,60.709999,55.024681,425852600
2014-04-01,60.950001,61.290001,54.349998,55.980000,50.737637,408990800
2014-05-01,55.919998,56.369999,52.970001,55.570000,50.683479,315091600
2014-06-01,55.650002,58.220001,55.020000,57.619999,52.553215,263682000
2014-07-01,57.150002,59.349998,54.959999,57.669998,52.598812,317245600
2014-08-01,57.389999,59.950001,55.599998,59.450001,54.601337,241542700
2014-09-01,59.459999,61.849998,58.779999,60.240002,55.326912,264895100
2014-10-01,60.240002,60.799999,54.259998,60.480000,55.547333,415450800
2014-11-01,60.790001,61.930000,59.419998,60.160000,55.625698,211518300
2014-12-01,59.980000,63.490002,58.110001,62.580002,57.863304,347616300
2015-01-01,62.180000,62.959999,54.369999,54.380001,50.281342,467915100
2015-02-01,54.529999,61.919998,54.270000,61.279999,57.025784,317561500
2015-03-01,61.279999,62.869999,58.869999,60.580002,56.374386,331993100
2015-04-01,60.410000,64.480003,59.650002,63.259998,58.868328,324974700
2015-05-01,63.700001,67.190002,63.250000,65.779999,61.620258,267716800
2015-06-01,65.989998,69.820000,65.580002,67.760002,63.475033,337102600
2015-07-01,68.120003,70.610001,65.209999,68.529999,64.196350,325426300
2015-08-01,68.589996,69.419998,50.070000,64.099998,60.438950,372963100
2015-09-01,62.849998,64.639999,58.730000,60.970001,57.487720,353379200
2015-10-01,61.119999,65.830002,58.529999,64.250000,60.580379,332311400
2015-11-01,64.449997,69.029999,64.389999,66.680000,63.325241,248014800
2015-12-01,67.339996,68.000000,63.509998,66.029999,62.707943,316286300
2016-01-01,63.950001,64.129997,54.660000,59.500000,56.506481,470090500
2016-02-01,59.160000,59.650002,52.500000,56.299999,53.826153,477781500
2016-03-01,56.759998,60.970001,56.669998,59.220001,56.617844,356701600
2016-04-01,59.020000,64.660004,57.070000,63.200001,60.422958,344474900
2016-05-01,63.689999,66.199997,60.590000,65.269997,62.864010,283564200
2016-06-01,64.760002,65.919998,57.049999,62.139999,59.849380,394710800
2016-07-01,61.660000,64.980003,58.759998,63.970001,61.611927,283798300
2016-08-01,64.150002,67.769997,63.380001,67.500000,65.517899,261217500
2016-09-01,67.639999,67.900002,65.110001,66.589996,64.634613,315475600
2016-10-01,66.349998,69.769997,66.099998,69.260002,67.226219,303809400
2016-11-01,69.480003,80.529999,67.639999,80.169998,78.381516,457634900
2016-12-01,80.650002,87.389999,80.650002,85.489998,83.582832,378016700
2017-01-01,87.339996,88.169998,83.029999,84.629997,82.742027,343035100
2017-02-01,85.540001,91.339996,84.160004,90.620003,89.088631,271267200
2017-03-01,92.790001,93.980003,85.230003,87.839996,86.355591,371669000
2017-04-01,87.989998,89.129997,84.360001,87.000000,85.529793,321112200
2017-05-01,87.360001,88.089996,81.639999,82.150002,81.225800,283639500
2017-06-01,82.459999,92.650002,81.650002,91.400002,90.371735,333861800
